3,50,-9.024,-4.09,0,tony-madlock-1,alabama-state,2025,nevada-las-vegas
1,12,-13.23,-4.56,0,patrick-crarey-1,florida-am,2025,texas-christian
5,63,-12.238,-5.942,0,landon-bussie-1,alcorn-state,2025,utah
8,129,-10.979,-8.339,1,donte-jackson-1,grambling,2025,
3,37,-14.557,-8.35,0,otis-hughley-1,alabama-am,2025,
10,128,-11.685,-7.926,1,byron-smith-2,prairie-view,2025,
4,35,-18.145,-6.065,0,solomon-bozeman-1,arkansas-pine-bluff,2025,cincinnati
3,149,-18.671,-7.144,1,george-ivory-1,mississippi-valley-state,2025,iowa-state
2,36,-0.11,-1.34,0,todd-phillips-1,utah-valley,2025,
5,278,6.325,1.344,6,bryce-drew-1,grand-canyon,2025,cal-state-fullerton
4,68,-2.47,-1.07,0,brette-tanner-1,abilene-christian,2025,
7,114,-2.326,-3.32,0,rick-croy-1,california-baptist,2025,incarnate-word
2,33,-0.865,-1.13,0,kt-turner-1,texas-arlington,2025,
5,225,3.633,2.647,4,billy-gillispie-1,tarleton-state,2025,southern-methodist
4,76,1.585,-1.325,0,chris-victor-1,seattle,2025,eastern-washington
2,244,-3.144,-0.621,2,rob-jeter-1,southern-utah,2025,
5,52,-8.104,-1.014,0,jon-judkins-1,dixie-state,2025,oregon-state
24,558,10.645,2.903,10,randy-bennett-1,saint-marys-ca,2025,towson
3,74,6.375,1.197,0,chris-gerlufsen-1,san-francisco,2025,cal-poly
26,738,17.92,4.045,24,mark-few-1,gonzaga,2025,baylor
9,572,8.878,5.42,8,herb-sendek-1,santa-clara,2025,saint-louis
11,318,2.737,2.239,5,wayne-tinkle-1,oregon-state,2025,dixie-state
5,71,1.906,3.014,0,stan-johnson-1,loyola-marymount,2025,
1,78,0.112,-1.092,0,david-riley-1,washington-state,2025,portland-state
4,131,-2.039,-0.341,1,shantay-legans-1,portland,2025,
1,85,-2.921,-0.023,0,ed-schilling-1,pepperdine,2025,western-illinois
1,9,-6.13,2.49,0,dave-smart-1,pacific,2025,
3,270,8.454,7.941,8,steve-lavin-1,san-diego,2025,rider
