Seed1,Team1,Team1_id,Score1,Seed2,Team2,Team2_id,Score2,Winner,Winner_id,Year
12,Grand Canyon,2253,61.0,4,Alabama,333,72.0,0,333,2024
6,Clemson,228,72.0,3,Baylor,239,64.0,1,228,2024
7,Dayton,2168,68.0,2,Arizona,12,78.0,0,12,2024
9,Texas A&M,245,95.0,1,Houston,248,100.0,0,248,2024
12,James Madison,256,55.0,4,Duke,150,93.0,0,150,2024
14,Oakland,2473,73.0,11,NC State,152,79.0,0,152,2024
10,Colorado,38,77.0,2,Marquette,269,81.0,0,269,2024
8,Utah State,328,67.0,1,Purdue,2509,106.0,0,2509,2024
5,Gonzaga,2250,89.0,4,Kansas,2305,68.0,1,2250,2024
11,Oregon,2483,73.0,3,Creighton,156,86.0,0,156,2024
7,Texas,251,58.0,2,Tennessee,2633,62.0,0,2633,2024
5,San Diego St,21,52.0,1,UConn,41,82.0,0,41,2024
3,Illinois,356,72.0,2,Iowa State,66,69.0,1,356,2024
4,Alabama,333,89.0,1,North Carolina,153,87.0,1,333,2024
6,Clemson,228,77.0,2,Arizona,12,72.0,1,228,2024
4,Duke,150,54.0,1,Houston,248,51.0,1,150,2024
11,NC State,152,67.0,2,Marquette,269,58.0,1,152,2024
5,Gonzaga,2250,68.0,1,Purdue,2509,80.0,0,2509,2024
3,Creighton,156,75.0,2,Tennessee,2633,82.0,0,2633,2024
3,Illinois,356,52.0,1,UConn,41,77.0,0,41,2024
6,Clemson,228,82.0,4,Alabama,333,89.0,0,333,2024
11,NC State,152,76.0,4,Duke,150,64.0,1,152,2024
2,Tennessee,2633,66.0,1,Purdue,2509,72.0,0,2509,2024
4,Alabama,333,72.0,1,UConn,41,86.0,0,41,2024
11,NC State,152,50.0,1,Purdue,2509,63.0,0,2509,2024
1,UConn,41,75.0,1,Purdue,2509,60.0,1,41,2024
